X_umap_1,X_umap_2
1,3.22105988509559,-1.19969617734038
2,3.29422546905708,-1.16227537527432
3,3.36739340302078,-1.12485916838806
4,3.44056248924136,-1.08744521485785
5,3.51373447556326,-1.05003693343194
6,3.58690578009003,-1.01262731851363
7,3.6600712725641,-0.975206338130448
8,3.73323471926584,-0.937781357563805
9,3.80639728507721,-0.900354655784663
10,3.87952055096833,-0.862851228944663
11,3.95264327708569,-0.825346748827505
12,4.02572567297455,-0.787763796825208
13,4.09876437159353,-0.750095937744304
14,4.17180307021251,-0.7124280786634
15,4.24477254487447,-0.674626485848188
16,4.31762462733344,-0.636599579067888
17,4.39033731381003,-0.59830618108535
18,4.46305000028662,-0.560012783102812
19,4.53576268676322,-0.521719385120274
20,4.60847537323981,-0.483425987137736
21,4.68092237713637,-0.444632924948116
22,4.7532026840663,-0.405530210558877
23,4.82538542349206,-0.366247005305858
24,4.89714440670344,-0.326194946280618
25,4.96851132409084,-0.285450368595398
26,5.03973355683552,-0.244451433651241
27,5.11072959678364,-0.203072675238524
28,5.18070737923478,-0.159984056475406
29,5.25068516168592,-0.116895437712289
30,5.32066294413706,-0.0738068189491718
31,5.3906407265882,-0.0307182001860543
32,5.46022022419953,0.013002718617094
33,5.52857417839705,0.0586195917859053
34,5.5961032437272,0.105446168597893
35,5.66324278121156,0.152836057921229
36,5.7296042001713,0.201302133763154
37,5.79560561522057,0.250264694104577
38,5.86081027495752,0.300280869725973
39,5.92500040251684,0.351591444234962
40,5.98843660111001,0.403833253342445
41,6.05075843039472,0.457399093465825
42,6.1126727039143,0.511430213818552
43,6.17299830011598,0.567236499724392
44,6.23332389631766,0.623042785630233
45,6.29261438626844,0.679942719097601
46,6.35159494835089,0.737167083900445
47,6.40895735150035,0.79601497093652
48,6.46557880960751,0.855566437942447
49,6.52138243464915,0.915894495559975
50,6.5768124247551,0.97656159438075
51,6.62985390318122,1.03933197489628
52,6.68288617923194,1.10210977810252
53,6.73300690515959,1.16723605495125
54,6.78312763108724,1.23236233179999
55,6.83324835701489,1.29748860864873
56,6.88336908294253,1.36261488549746
57,6.93348980887018,1.4277411623462
58,6.98361053479783,1.49286743919493
59,7.03143901724951,1.55967129509577
60,7.07748120919048,1.62774210870163
61,7.12254077314126,1.69645107903295
62,7.16600256924552,1.76619770176899
63,7.20946436534978,1.83594432450504
64,7.25292616145405,1.90569094724108
65,7.29441215806306,1.97656698723467
66,7.33245795741189,2.04940953150381
67,7.37050375676073,2.12225207577294
68,7.40854955610957,2.19509462004207
69,7.4465953554584,2.26793716431121
70,7.48464115480724,2.34077970858034
71,7.52268695415608,2.41362225284947
72,7.56073275350492,2.4864647971186
73,7.59877855285375,2.55930734138774
74,7.63682435220259,2.63214988565687
75,7.67487015155143,2.704992429926
76,7.71291595090026,2.77783497419514
77,7.7509617502491,2.85067751846427
78,7.78900754959794,2.9235200627334
79,7.82705334894677,2.99636260700253
80,7.86509914829561,3.06920515127167
81,7.90314494764445,3.1420476955408
82,7.94119074699328,3.21489023980993
83,7.97923654634212,3.28773278407907
84,8.01728234569096,3.3605753283482
85,8.05532814503979,3.43341787261733
86,8.09337394438863,3.50626041688646
87,8.13141974373747,3.5791029611556
88,8.16946554308631,3.65194550542473
89,8.20751134243514,3.72478804969386
90,8.24555714178398,3.79763059396299
91,8.28373259942559,3.87040272478608
92,8.32411483573247,3.94197642173229
93,8.36449707203934,4.01355011867851
94,8.40487930834622,4.08512381562472
95,8.44526154465309,4.15669751257093
96,8.48564378095997,4.22827120951714
97,8.52602601726685,4.29984490646335
98,8.56640825357372,4.37141860340956
99,8.61048059180708,4.44077278595089
100,8.65478088023222,4.50998986151135
101,8.69908116865736,4.57920693707181
102,8.7433814570825,4.64842401263226
103,8.78775242728201,4.71759407462786
104,8.8346524270796,4.78507619854474
105,8.88291788299147,4.85158781663207
106,8.93128468268066,4.91802705045906
107,8.98137167734519,4.98317539135508
108,9.03192911661022,5.04796323310533
109,9.08248655587525,5.11275107485558
110,9.13463004195087,5.17626789391722
111,9.1874078933976,5.23925851864284
112,9.24041957345763,5.30205406689991
113,9.29381796617634,5.36451970908698
114,9.34813576712006,5.42618835961283
115,9.40255721803547,5.48776615418161
116,9.45716594433624,5.54917733003332
117,9.51218768683115,5.61021912376117
118,9.5673638469619,5.67112152432997
119,9.62276725149551,5.73181724942556
120,9.67823927723124,5.79245035477625
121,9.73372924786464,5.85306701799282
122,9.78929202302599,5.91361697356722
123,9.84481533182844,5.97420311831985
124,9.90031423650878,6.03481161222684
125,9.95577167294849,6.09545802958957
126,10.0110068159178,6.15630700727082
127,10.0662419588871,6.21715598495208
128,10.1214771018564,6.27800496263333
129,10.176475102409,6.33906831255535
130,10.231328533128,6.40026156833747
131,10.2860253339614,6.46159487856683
132,10.3405199926547,6.52310785328636
133,10.3949336494621,6.5846925183614
134,10.4491726129605,6.64643109122954
135,10.5033362562418,6.7082357198564
136,10.5574280147467,6.77010332661096
137,10.6115197732516,6.83197093336553
138,10.6655716861568,6.89387334186746
139,10.7196185104311,6.95578020362793
140,10.7737152172621,7.01764347060713
141,10.8278987013621,7.07943071957757
142,10.8821962318606,7.14111770326304
143,10.9366490848052,7.20266773096315
144,10.9912707043792,7.26406782282203
145,11.0460276590108,7.32534746889774
146,11.1011502854414,7.38629829186886
147,11.1567389444595,7.44682431857096
148,11.2125180159636,7.50717476101545
149,11.2686204668003,7.56722460139958
150,11.3250313725865,7.62698490599073
151,11.3817875423193,7.68641752567433
152,11.4391357424484,7.74527857703135
153,11.4967931122252,7.80383749449161
154,11.554454682226,7.86239227155017
155,11.6128646144924,7.9202000697894
156,11.6717206055369,7.97755370473326
157,11.7306396329498,8.03484303456363
158,11.7903112039235,8.09134746490824
159,11.8504861633132,8.1473150942937
160,11.9107889350577,8.20314604291203
161,11.9714925518728,8.25853803744431
162,12.0328644191049,8.31319161021075
163,12.0942362863371,8.36784518297719
164,12.1557292859097,8.42236154459673
165,12.2178059643163,8.47621321900338
166,12.2803097732138,8.52956847195192
167,12.3430836995524,8.58260567039027
168,12.4061427659224,8.63530355814637
169,12.4694951923079,8.68764837267943
170,12.5328789692649,8.73995530410814
171,12.5965493217948,8.79191296307357
172,12.6602425936252,8.84384257943282
173,12.7240439801405,8.89563929465385
174,12.7879090990911,8.94735742960292
175,12.8517811875167,8.999066958936
176,12.9156504670694,9.05077995725583
177,12.979513293519,9.10250092497257
178,13.0433381045016,9.15426879547767
179,13.1070949519396,9.20612034428987
180,13.1708426252049,9.25798316697001
181,13.23449278369,9.30996562446824
182,13.2981290940802,9.36196503444004
183,13.3616787325792,9.41407032510175
184,13.4251794370783,9.46623524585122
185,13.488620626401,9.51847252238444
186,13.5520124898198,9.57076965336973
187,13.6153566388712,9.62312456988466
188,13.678636323691,9.67555738369181
189,13.741870772172,9.72804474590079
190,13.8050397051809,9.78061093910444
191,13.868200538809,9.8331868654418
192,13.9313073841312,9.88582758305315
193,13.9943924712157,9.93849437328934
194,14.0574711879297,9.99116879392403
195,14.1205416124438,10.0438531431462
196,14.1836085245252,10.0965416967923
197,14.2466694379383,10.1492374296577
198,14.3097168653205,10.2019492970737
199,14.3727588624351,10.2546676591831
200,14.4358008595497,10.3073860212925
